2,566,1
2,750,2
2,391,1
2,529,2
2,536,1
2,597,1
2,1013,2
2,1022,2
2,287,1
3,180,1
3,169,1
3,178,1
3,179,1
3,290,1
3,291,1
3,293,1
3,287,1
3,653,1
3,680,2
3,665,1
3,658,2
3,660,2
3,707,1
3,654,1
3,681,1
3,687,2
3,696,2
3,705,1
3,712,1
3,714,1
